1	14830	14969	2	2	1	0	1	3
1	16766	16857	2	2	1	0	1	19
1	136319	136903	2	2	0	0	1	21
1	136513	136903	2	2	0	0	1	21
1	149073	152139	2	2	0	0	1	28
1	185351	185490	2	2	1	0	1	3
1	507670	510730	2	2	0	0	1	28
1	517267	522858	2	2	1	0	1	12
1	632369	632554	0	0	0	0	4	35
1	632380	632564	0	0	0	0	3	41
1	634256	634364	2	2	0	0	1	12
1	736361	739776	2	2	0	0	1	26
1	756142	758966	2	2	1	0	1	16
1	759124	764722	2	2	1	0	1	12
1	769713	772975	2	2	1	0	1	10
1	808624	808730	2	2	0	1	0	12
1	868531	868626	2	2	1	0	1	5
1	1007998	1011128	1	1	0	0	2	45
1	1065834	1066473	2	2	0	2	0	26
1	1099334	1099561	1	1	0	0	1	25
1	1099408	1099561	1	1	0	0	1	23
1	1177422	1193709	2	2	0	1	0	35
1	1211626	1211703	2	2	1	5	0	43
1	1218634	1218768	2	2	1	1	0	26
1	1223358	1223831	2	2	1	2	0	10
1	1230704	1231028	2	4	0	1	0	34
1	1242647	1242834	2	2	1	6	0	27
1	1295939	1296014	2	2	1	1	0	5
1	1311858	1314879	2	4	0	3	0	45
1	1311925	1312017	2	2	1	11	0	39
1	1312148	1312225	2	2	1	1	0	33
1	1314366	1314823	2	2	1	1	0	17
1	1325103	1326835	1	1	1	1	0	45
1	1367967	1369403	2	2	0	0	1	40
1	1373903	1373999	2	2	1	268	0	45
1	1387583	1387776	2	2	1	3	0	43
1	1387870	1387953	2	2	1	1	0	25
1	1388066	1388625	2	2	1	2	0	29
1	1390564	1390765	2	2	1	4	0	40
1	1390866	1393395	2	2	1	4	0	25
1	1392804	1393395	2	2	1	2	0	31
1	1395515	1398232	2	2	1	2	0	33
1	1398343	1398596	2	2	1	1	0	28
1	1400304	1400604	1	1	1	2	0	24
1	1402257	1402461	2	2	0	1	0	27
1	1402257	1405802	2	2	0	1	0	12
1	1402257	1405808	2	2	1	27	0	45
1	1405887	1406908	2	2	1	2	0	19
1	1447905	1450113	1	1	0	0	1	39
1	1499204	1502440	2	2	0	0	1	41
1	1549396	1565247	2	2	0	0	1	43
1	1549748	1568944	1	1	0	1	0	22
1	1564917	1574477	2	2	1	3	0	42
1	1616615	1617077	1	1	1	3	0	8
1	1629567	1629638	1	1	1	4	0	40
1	1629705	1630291	1	1	1	11	0	44
1	1634329	1634450	1	1	1	0	17	42
1	1635857	1635936	2	2	1	0	21	42
1	1640453	1641047	2	2	1	0	1	29
1	1641821	1641905	2	2	1	0	2	27
1	1642509	1645125	2	2	1	0	6	34
1	1642509	1649498	2	2	1	3	1	9
1	1645263	1649498	2	2	1	5	9	45
1	1646545	1713698	2	2	0	0	9	45
1	1652567	1655368	2	2	1	12	0	45
1	1655485	1657255	2	2	1	0	13	42
1	1655485	1657374	2	2	1	6	18	44
1	1657303	1657374	2	2	1	0	1	11
1	1657499	1658913	2	2	1	2	0	11
1	1659453	1662330	1	1	1	1	0	28
1	1671630	1675462	2	2	1	1	0	27
1	1675591	1676063	2	2	1	0	1	22
1	1676847	1692448	2	2	1	1	0	30
1	1701488	1701607	1	1	1	0	17	42
1	1703000	1703079	2	2	1	0	21	42
1	1707585	1708179	2	2	1	0	1	29
1	1708953	1709037	2	2	1	0	2	27
1	1709641	1712263	2	2	1	25	6	42
1	1712401	1716345	2	2	1	5	9	45
1	1716587	1731677	1	1	0	0	1	17
1	1719456	1721595	2	2	1	10	0	44
1	1721712	1722587	2	2	1	4	13	42
1	1721712	1722707	2	2	1	3	18	44
1	1722635	1722707	2	2	1	0	1	11
1	1722832	1723758	2	2	0	1	0	21
1	1722832	1724257	2	2	1	1	0	24
1	1732524	1734689	2	2	1	3	0	24
1	1738449	1738921	2	2	1	0	1	22
1	1766941	1766966	1	1	0	1	0	35
1	1772020	1772207	1	3	0	1	0	26
1	1772224	1775174	1	1	0	3	0	38
1	1787054	1787321	2	2	1	9	0	36
1	1787054	1787325	2	2	0	1	0	28
1	1787438	1789052	2	2	1	4	0	29
1	1815863	1817836	2	2	1	1	0	25
1	1817876	1825396	2	2	1	2	0	27
1	1818645	1825646	2	2	0	0	1	45
1	1830018	1834945	1	1	0	0	1	36
1	1834917	1841138	2	2	0	0	1	45
1	1851055	1855486	1	1	0	0	1	32
1	1855487	1865371	1	1	0	0	1	26
1	1877070	1885181	1	1	0	0	1	14
1	1879977	1883082	1	3	0	1	0	32
1	2147435	2147502	2	2	0	1	0	22
1	2148012	2148372	2	2	0	0	1	26
1	2148311	2148372	2	2	0	0	1	26
1	2188746	2189069	2	4	0	2	0	33
1	2189782	2192844	2	2	1	13	2	45
1	2189782	2193638	2	2	1	118	1	45
1	2192077	2192844	2	2	0	1	0	19
1	2241642	2275760	2	2	0	0	1	29
1	2321580	2324096	2	2	1	1	0	31
1	2386577	2388841	1	1	0	1	0	30
1	2399515	2400856	1	1	1	4	0	39
1	2400936	2402206	1	1	1	29	0	45
1	2402343	2403034	1	1	1	146	0	44
1	2556476	2563552	2	2	0	0	2	44
1	2556734	2557725	1	1	1	0	1	3
1	2558469	2559822	1	1	1	1	0	22
1	2559979	2560623	1	1	1	1	0	8
1	2561816	2562864	1	1	1	2	0	32
1	2562897	2563147	1	1	1	1	0	13
1	2588626	2588953	1	1	1	1	0	8
1	2589041	2589409	1	1	1	1	0	14
1	3059738	3060229	2	2	1	1	0	4
1	3060284	3060500	2	2	1	1	0	33
1	3631118	3631465	2	2	1	2	0	34
1	3633504	3634996	2	2	1	6	0	43
1	3635075	3635159	2	2	1	1	0	6
1	3775484	3775794	1	1	1	1	0	34
1	3784778	3799338	2	2	0	0	1	25
1	3829998	3831045	2	2	1	13	0	45
1	3839777	3844906	2	2	1	1	0	4
1	3844984	3845288	2	2	1	7	0	37
1	3845352	3847474	2	2	1	4	0	45
1	3890074	3890568	2	2	1	1	0	25
1	4608044	4617487	1	1	0	4	0	44
1	4617568	4619397	1	1	0	4	0	39
1	4676939	4688554	2	2	0	0	1	42
1	5544315	5544342	1	1	0	0	1	39
1	6020925	6036400	1	1	0	0	1	22
1	6040646	6041830	1	1	1	1	0	28
1	6082275	6085203	1	1	1	1	0	9
1	6085249	6085739	1	1	1	2	0	37
1	6085794	6086157	1	1	1	1	0	33
1	6085831	6086157	1	1	0	1	0	32
1	6095625	6096635	1	1	1	3	1	41
1	6096205	6096635	1	1	1	0	1	3
1	6096757	6097268	1	1	1	6	0	43
1	6097358	6098484	1	1	1	2	0	10
1	6182229	6186769	2	2	0	0	1	15
1	6186817	6192929	2	2	1	0	2453	45
1	6186817	6192946	2	2	0	7	0	39
1	6186817	6197651	2	2	0	2	0	19
1	6193055	6197651	2	2	1	144	158	45
1	6195845	6229260	2	2	0	0	1	42
1	6197757	6199561	2	2	1	241	0	34
1	6232120	6233473	2	2	1	1	0	38
1	6239882	6255799	2	2	0	0	1	20
